,Room1,Room2,Room3,Room4,Room5,Room6,Room7,Room8,Room9,Room10,Room11,Room12,Room13,Room14,Room15,Room16,Room17,Room18,Room19,Room20,Room21,Room22,Room23,Room24
00:00:00,20.97206581304233,25.250363835751255,29.952225428680855,10.020808815115782,66.21277260162697,34.646676962827236,25.424979296915208,65.3561093105596,68.88737173969625,20.300297436261477,30.64624386113022,20.863862621237217,31.347370024442288,66.63358222747112,65.13032353000271,21.425765530870134,21.76799246491379,64.9600455096717,23.180858383352632,23.354194587957924,27.336709739338964,5.8532361651913964,29.68467208544332,17.137212550637386
00:05:00,17.636705593294703,13.993887851680492,12.248715319266571,19.546008792712914,60.92101999490633,19.413977888227425,18.668784619891934,54.373571809281415,52.220977868047825,14.431505660176287,22.333886347122867,24.08394147152582,11.991323773528995,50.56867585699913,50.300038832295215,28.65464922310174,10.096796476730537,64.88377246706418,14.236612892854072,11.291407846480162,11.384613170438088,12.793943434822374,20.4827964910232,14.227457899482406
00:10:00,13.057978571515756,1.9699624255670725,17.975774967929,14.593882605054889,62.130919423644585,12.0018057266094,19.800837822890553,62.516763589143125,65.93647579199352,14.403146943472725,9.123637237240754,15.48428500594489,10.926129326784617,67.2205240860582,58.54905674672023,15.77443136261018,28.23079609503271,60.721978106952704,10.252893753313353,39.38358395263252,14.371284062150467,13.939628348933644,14.34104876063379,15.305269407643438
00:15:00,13.02229617214292,23.065069630322302,23.115456833590947,2.1393463153865038,58.800012698151995,24.252831579042777,25.51945550566962,62.66924384530429,52.446815115831235,23.527132872283172,9.34272862682656,19.71040575148756,4.942224384225238,51.983543239724455,50.027002060105126,16.74773643980884,19.2547068615509,67.36982604406414,2.561437077398924,21.742550629310735,7.664945115401168,40.27428363408256,4.985397778990398,38.87403352026874
00:20:00,26.38085830798064,34.60346626726524,14.927024670739106,32.89186077002427,68.6488084674812,15.816153594951208,18.23755917503605,61.649819292916455,76.46125058870439,17.97288687300082,6.757151410641426,8.117915024392333,20.205547687167424,64.09360967905134,68.43169700908689,30.6972620268502,14.421300136580577,68.33612710300021,29.071407025087183,32.15291750247103,28.493813136764754,18.308024253923687,21.427163010759266,17.781190889150498
00:25:00,5.842377388988839,11.749973062822653,8.885248590264325,4.1578054063978795,51.58310223848157,22.83409091410057,13.24296220397968,48.613056059269994,51.90616016933209,0.5468402280423046,19.59619481839883,11.475414553910522,4.842713893059862,55.478678186281854,61.86265860965572,8.298636540388069,12.922089621622517,50.66727915554654,13.82494156695215,11.022238197758103,6.512027024174356,31.569489857958324,9.616583035365826,38.761084607536766
00:30:00,11.447308830564804,9.174976491942852,25.178377799395726,2.853466918790372,69.33004437201133,35.00319278455598,2.6357750021641833,74.40057707159546,81.3647916470159,15.675114810883128,16.201413200917834,15.596003183186358,11.283548068138723,77.36193819261875,75.55300830122381,3.735241883988584,16.838543407363908,74.9864648033322,7.39049317831107,17.595363396849454,6.577670142349604,19.950166944626428,6.361593119748433,14.56863981384929
00:35:00,22.051026307914082,28.663437990111333,31.94064783465465,13.653849449748934,52.762744979679695,24.338516356867967,11.536374646806273,54.21916078893366,61.07014147511668,5.535176141326493,23.52523047612821,25.979400933458937,12.64430809559841,54.657026925192184,55.76834584624755,9.824960571395339,22.263441364881654,53.687872957332985,28.576565346143358,20.130111048584972,11.131669080126512,19.844326362522295,18.157434650958013,29.662426395023775
00:40:00,45.57025263489402,15.084277664242087,17.19445056241472,34.49998290298338,56.93859055736995,12.102667204352096,39.331276806497655,46.83826576125178,47.30927487067317,36.73593631389051,17.60206987386631,10.575431624698204,36.58595780019824,60.10465326733274,54.761897212031606,35.114275092271484,6.5767518648265,49.75006324234,33.279028080277,8.239388064162371,30.952082782480993,7.083025299866555,31.426198803309845,8.791917656171469
00:45:00,22.03800873114252,25.654540419223565,21.696987911866803,20.974767831948864,50.763284285548266,37.67170257372172,21.05536198186134,64.80926549053599,48.380716575517475,18.970649935801166,25.173805740090916,31.397891633565965,9.929925497913626,58.40336588516441,58.67704893653675,14.588424308228953,21.56313402067386,57.61729100231817,12.5386715126016,26.08719065167549,9.053083883047867,26.874856847184045,18.478144940008953,9.722506781406775
00:50:00,21.318703519211613,8.919907071966993,5.645880807712155,19.30185184796686,62.131874370253584,7.872455775737843,32.1931542854245,57.077515894973345,55.31365764417975,18.363684481261924,9.085635773894372,5.025672329982725,28.22894725928713,63.021951063276326,66.42037649799737,30.51558496221102,2.1173276808681907,61.278459709544094,17.233016611029758,3.0053147785743173,26.748580402090546,18.49777864318944,19.88332891537436,3.317936763465035
00:55:00,26.783547195089923,28.699887148844894,10.742343847870764,12.559054330916101,59.44931134922027,16.770748072519428,8.890731346766863,60.11497338947322,60.07785208054497,9.740311039721796,21.000212635898087,12.466848594641053,10.087087329953158,58.59129655375977,66.1573177662828,16.09496531013553,8.485097533764714,63.826593633242894,21.934701852965638,13.808500619298085,23.546824832283992,36.0206539830281,9.371131462353985,24.291039168808865
01:00:00,18.20324618861231,19.713165167193587,2.2622185174599605,21.085721524267914,66.98860776985924,6.151889474724783,26.38691553694365,52.45353414889809,53.10489809019317,33.42757543316489,19.57831221302825,5.330990387385788,28.236589114481692,59.168887036135025,72.77390214908537,21.687940679122697,1.5045798448333019,53.0897320792278,25.083643522028225,8.418214325691856,20.874558028958308,19.220777390737712,14.652926032103705,19.21316730943764
01:05:00,11.13374519262024,22.007444579857477,39.88465927793725,7.762230336491393,56.73669543749551,14.94644947307518,16.03167717058374,56.820659912865686,60.84069357264287,14.62854215739215,11.690506957031173,9.754039481508904,22.482700124738855,87.78399924544372,66.93988802532319,25.867245084152177,11.678823867154737,64.46097599571543,14.34978619982218,16.998656944836778,12.731307427363033,7.696627992540459,14.130384837974118,42.033603005117044
01:10:00,19.333869588137656,17.342363851428733,21.482809554343635,27.98963298918557,68.06556518343105,24.0326350082119,37.06352513125424,46.29281731460852,48.73893224518584,31.240485774994493,17.49405878147024,17.525244575187354,28.772393834165506,51.20016854855089,56.27675680784349,22.334186488809912,15.87693348192166,54.153748865079095,23.781226304890872,19.198575186122365,26.29635823809874,24.924742561296906,31.111419364600813,11.801815920664355
01:15:00,16.49131899792586,7.059897297559706,32.56677651500616,33.84124281275059,63.910130881435514,14.43189457231728,12.456429621383908,75.35153409243951,59.86635312946464,13.79790736120613,25.22822628565608,27.814241248473813,8.570231598194376,58.274379950473865,64.8789518968047,20.487101743998682,26.83603636007009,71.15902064221869,10.670487074274769,23.101316515638327,18.385879397305747,25.547536769151098,27.560714038896855,21.28240204693227
01:20:00,29.79217710284099,32.22109514391779,15.277470248524358,30.02177298205995,64.12814060681194,14.915718006869001,36.758331940857566,56.6269663950151,64.32803109363468,28.16970778240575,10.043003534139395,25.807712919068663,37.59198562969791,67.93460712464432,79.69722186623697,35.130778423634055,12.163829258657216,61.44165238835988,40.58481160292548,11.67745632492663,35.254244141496244,7.786005170154767,34.7924526702006,31.272717945863022
01:25:00,35.043063152042556,21.0225424613625,19.54547236810674,31.16589994105292,70.75057011553893,6.3362438665559795,34.095241063273576,58.071445955378586,49.223311527765205,24.58622894806292,29.079840035962977,19.90777010234827,23.19540589881892,45.642414706592064,47.034441116502876,30.6593139325213,24.542925174082555,46.4393567122506,22.83686456179093,18.611050059662475,33.003159506434656,32.77669944065482,30.584412124133515,12.487541587199967
01:30:00,13.520157466748847,32.441097151362214,6.482325400027764,8.727945010464142,54.0518127682652,6.450771976460488,20.09606793402004,55.407929710344646,57.63778425424911,10.13525161395796,10.58655164220882,14.05706509657972,13.067411635801845,50.7145261942426,54.25492543191388,8.100564190504612,2.810170071285939,58.535553598916344,20.082911667464625,20.45534733621953,34.70898152898228,38.193508644832995,19.45686926111904,26.643572808109525
01:35:00,15.387186006108506,11.862436750979494,31.028086285741892,11.041814712367493,67.7396666922439,29.752997326156862,12.898492193223017,74.2728583261599,55.07803319345506,12.480317322062483,22.74495285993136,41.71332512974898,8.88897357388517,55.934130750650645,76.04181032713154,10.369152143253812,23.10430998135863,55.437429860994555,10.598575042848363,23.070278130239494,21.71765269379562,11.560478042179707,19.09519697030375,8.671347114860675
01:40:00,5.1426419252801105,27.24768990860365,8.249794414625049,5.391235078102812,58.093870653967244,10.411915581768445,6.544646322250558,72.76716087503225,52.34040806286681,10.42860074382358,21.686546033399633,10.317997048156451,15.5450819047137,58.951447838696296,53.762748432589824,6.443179663357117,11.07120833531854,55.48471259167396,9.359162889031428,18.3365523265121,8.552011164179355,28.635141239200358,22.709890601437305,12.783777214504946
01:45:00,33.43406506493975,11.188273002907675,21.925197198995683,20.124690801854868,56.288007702616,4.006775892796416,17.064999068359757,57.35575027041481,51.12106027067208,21.668610087669656,21.64561827652292,23.33591269319378,16.141614130699644,56.01970708637777,51.99788766036586,20.167803953367617,12.090421432911722,49.027592870767975,21.860882596724917,4.052461128947152,10.581453949811799,26.924156238089946,22.909333251718383,32.95142574167814
01:50:00,12.076387304821532,26.914644937660746,11.233150963587986,14.054488343977386,65.5107718371286,10.755726519308007,11.271186625686568,71.93818871116257,73.55926942423709,20.442179654552564,12.276894274571346,14.83491446811591,12.291771112222476,77.4438327074842,64.54428664707535,18.39941618597671,16.525722064666255,62.116290487299935,12.711950200893808,23.678718970049015,25.929658442040523,16.001603537455566,24.758764770608284,18.276252055361315
01:55:00,5.389168015977032,25.9185960624497,33.3317188201976,5.811142131913589,61.728603472653724,44.91441112226661,6.753404672452378,74.51253550017955,51.1876194047645,5.258045644396964,37.36569459925208,33.848835938492066,18.89975658720475,47.71603425135083,48.62185732517379,6.609480147825,36.26789245013105,49.11073733279682,9.41473131945589,42.7638209979859,9.351776896343413,43.505440761962824,7.48279280759238,29.30969106931214
02:00:00,35.96047181733987,28.310950419955628,14.22782128182453,45.862330664961654,69.24921156444557,12.792102750975959,50.325134695862324,69.65148139981912,61.484734305667416,44.88431981898558,8.528285771535893,20.933028447855797,46.71674111077012,70.82917945478292,56.80170017532529,52.97513942798944,22.84853176434848,69.67288073855524,43.572248387713586,10.195350125208567,37.959943728028605,14.416374020349929,45.02543791345811,32.63952290446612
02:05:00,56.74337319050708,15.571619931254304,12.340546189433859,52.48893927997897,72.87560365834563,19.245007573774036,52.59349212928051,63.02070599223088,68.766904269864,57.034021143663615,16.3168287731722,9.976972209997353,55.67054038602857,61.50444965133087,68.70547772974754,58.96521091795192,2.4908363170716137,79.78351694575204,46.73937227622579,3.8273408422196544,58.63835288270162,24.610017611292637,47.44831093363139,14.360770557103809
02:10:00,26.149884905504134,12.785249817226692,22.36287364022368,15.16962329761962,54.80289125665467,14.603538044825035,7.980467503092324,60.16431447836518,49.80382680900832,8.278871486559272,17.595969003912487,12.55133792120743,10.818443307177404,56.076259999882126,65.46479203780747,15.594791979933946,9.808930132230238,49.24710002987353,14.413734130005329,10.519614269394904,9.483070270417572,17.399008629884626,15.685546358157694,7.489219161963974
02:15:00,27.387606983301122,24.22866643229684,38.42131774341488,27.500879650379865,70.15465624857477,32.655175470162824,24.01829835687409,73.98451542091804,65.79610033710468,26.98318697307851,27.320414350518732,24.846923726094552,19.718606993186675,74.82084582803425,76.46044559726558,20.499558124912106,30.1711910027424,65.1085628001352,23.07337483003875,22.645280305606384,26.663036048214007,14.582207696977598,35.386650913099416,17.581223344955628
02:20:00,19.619146705400347,11.372331514823971,16.465330247255018,24.0681192791485,86.02341766019329,10.925953705569732,22.809003412876244,89.42745221608656,85.42698559219609,22.55996316474675,23.95080059491194,21.02213643100745,28.352637239117893,76.27235971407183,85.1832601396939,43.02817494240414,12.00947775811878,75.69982094545726,37.680886532855695,9.133046832350754,10.92749320066872,10.69366617026542,18.566078818040555,12.946359213729243
02:25:00,21.31837782131555,31.830095905451923,33.7161951692784,25.59182171224096,64.74704501177173,25.715000211705494,16.021948478980853,50.8046608214161,57.61244172085602,15.741120019905855,26.14108411384431,31.049376994709544,7.577387201758941,55.138313851282284,49.09081442165878,14.074958823858465,32.81997477352643,59.14927798231706,18.41618933230429,21.238626241075693,6.99884930026121,25.168499012551578,13.788937168889037,12.04494703606825
02:30:00,19.367766001180073,10.28099003733061,20.18466865564328,13.635509842853486,62.8877886913043,28.344704611770087,8.841174275973833,63.97924995731855,65.2636929762815,29.789646467095015,32.53878244454845,19.92130089028498,13.761700656167717,66.83031605260636,71.43000490432736,27.72369291935003,36.39390889446458,89.31021990349045,9.775787115817472,24.8275255230221,10.447329426435802,24.359237839851733,24.55496789283417,31.489677302856812
